Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m)
IDCJAC0016,061428,2017,09,11,18.8
IDCJAC0016,061428,2017,09,12,18.8
IDCJAC0016,061428,2017,09,13,18.2
IDCJAC0016,061428,2017,09,14,18.7
IDCJAC0016,061428,2017,09,15,19.8
IDCJAC0016,061428,2017,09,16,19.1
IDCJAC0016,061428,2017,09,17,20.1
IDCJAC0016,061428,2017,09,18,20.5
IDCJAC0016,061428,2017,09,19,20.6
IDCJAC0016,061428,2017,09,20,20.8
IDCJAC0016,061428,2017,09,21,21.2
IDCJAC0016,061428,2017,09,22,21.2
IDCJAC0016,061428,2017,09,23,11.3
IDCJAC0016,061428,2017,09,24,20.3
IDCJAC0016,061428,2017,09,25,17.4
IDCJAC0016,061428,2017,09,26,21.8
IDCJAC0016,061428,2017,09,27,21.4
IDCJAC0016,061428,2017,09,28,10.9
IDCJAC0016,061428,2017,09,29,22.4
IDCJAC0016,061428,2017,09,30,15.9
IDCJAC0016,061428,2017,10,01,23.1
IDCJAC0016,061428,2017,10,02,17.2
IDCJAC0016,061428,2017,10,03,18.7
IDCJAC0016,061428,2017,10,04,23.3
IDCJAC0016,061428,2017,10,05,21.2
IDCJAC0016,061428,2017,10,06,10.6
IDCJAC0016,061428,2017,10,07,15.5
IDCJAC0016,061428,2017,10,08,12.4
IDCJAC0016,061428,2017,10,09,21.9
IDCJAC0016,061428,2017,10,10,6.9
IDCJAC0016,061428,2017,10,11,20.9
IDCJAC0016,061428,2017,10,12,21.4
IDCJAC0016,061428,2017,10,13,23.4
IDCJAC0016,061428,2017,10,14,8.3
IDCJAC0016,061428,2017,10,15,19.8
IDCJAC0016,061428,2017,10,16,23.5
IDCJAC0016,061428,2017,10,17,22.2
IDCJAC0016,061428,2017,10,18,22.8
IDCJAC0016,061428,2017,10,19,26.4
IDCJAC0016,061428,2017,10,20,5.9
IDCJAC0016,061428,2017,10,21,15.7
IDCJAC0016,061428,2017,10,22,21.6
IDCJAC0016,061428,2017,10,23,17.2
IDCJAC0016,061428,2017,10,24,27.2
IDCJAC0016,061428,2017,10,25,21.9
IDCJAC0016,061428,2017,10,26,24.9
IDCJAC0016,061428,2017,10,27,12.7
IDCJAC0016,061428,2017,10,28,23.3
IDCJAC0016,061428,2017,10,29,26.6
IDCJAC0016,061428,2017,10,30,25.4
IDCJAC0016,061428,2017,10,31,25.3
IDCJAC0016,061428,2017,11,01,26.0
IDCJAC0016,061428,2017,11,02,28.0
IDCJAC0016,061428,2017,11,03,27.7
IDCJAC0016,061428,2017,11,04,11.2
IDCJAC0016,061428,2017,11,05,5.9
IDCJAC0016,061428,2017,11,06,14.3
IDCJAC0016,061428,2017,11,07,24.9
IDCJAC0016,061428,2017,11,08,18.3
IDCJAC0016,061428,2017,11,09,24.1
IDCJAC0016,061428,2017,11,10,28.2
IDCJAC0016,061428,2017,11,11,28.7
IDCJAC0016,061428,2017,11,12,27.1
IDCJAC0016,061428,2017,11,13,24.4
IDCJAC0016,061428,2017,11,14,27.2
IDCJAC0016,061428,2017,11,15,30.0
IDCJAC0016,061428,2017,11,16,19.7
IDCJAC0016,061428,2017,11,17,17.0
IDCJAC0016,061428,2017,11,18,13.9
IDCJAC0016,061428,2017,11,19,23.4
IDCJAC0016,061428,2017,11,20,23.6
IDCJAC0016,061428,2017,11,21,27.2
IDCJAC0016,061428,2017,11,22,23.8
IDCJAC0016,061428,2017,11,23,30.0
IDCJAC0016,061428,2017,11,24,30.5
IDCJAC0016,061428,2017,11,25,30.9
IDCJAC0016,061428,2017,11,26,
IDCJAC0016,061428,2017,11,27,6.9
IDCJAC0016,061428,2017,11,28,27.9
IDCJAC0016,061428,2017,11,29,22.2
IDCJAC0016,061428,2017,11,30,29.9
IDCJAC0016,061428,2017,12,01,29.8
IDCJAC0016,061428,2017,12,02,7.6
IDCJAC0016,061428,2017,12,03,30.3
IDCJAC0016,061428,2017,12,04,12.8
IDCJAC0016,061428,2017,12,05,15.2
IDCJAC0016,061428,2017,12,06,27.6
IDCJAC0016,061428,2017,12,07,31.7
IDCJAC0016,061428,2017,12,08,27.4
IDCJAC0016,061428,2017,12,09,25.3
IDCJAC0016,061428,2017,12,10,30.1
IDCJAC0016,061428,2017,12,11,31.8
IDCJAC0016,061428,2017,12,12,31.8
IDCJAC0016,061428,2017,12,13,30.7
IDCJAC0016,061428,2017,12,14,31.8
IDCJAC0016,061428,2017,12,15,27.8
IDCJAC0016,061428,2017,12,16,24.8
IDCJAC0016,061428,2017,12,17,21.0
IDCJAC0016,061428,2017,12,18,28.0
IDCJAC0016,061428,2017,12,19,23.8
IDCJAC0016,061428,2017,12,20,27.7
IDCJAC0016,061428,2017,12,21,6.9
IDCJAC0016,061428,2017,12,22,16.2
IDCJAC0016,061428,2017,12,23,26.8
IDCJAC0016,061428,2017,12,24,24.6
IDCJAC0016,061428,2017,12,25,2.5
IDCJAC0016,061428,2017,12,26,5.8
IDCJAC0016,061428,2017,12,27,18.9
IDCJAC0016,061428,2017,12,28,29.2
IDCJAC0016,061428,2017,12,29,26.4
IDCJAC0016,061428,2017,12,30,15.4
IDCJAC0016,061428,2017,12,31,10.3
IDCJAC0016,061428,2018,01,01,29.6
IDCJAC0016,061428,2018,01,02,22.7
IDCJAC0016,061428,2018,01,03,13.0
IDCJAC0016,061428,2018,01,04,23.4
IDCJAC0016,061428,2018,01,05,31.7
IDCJAC0016,061428,2018,01,06,31.7
IDCJAC0016,061428,2018,01,07,31.3
IDCJAC0016,061428,2018,01,08,26.1
IDCJAC0016,061428,2018,01,09,18.1
IDCJAC0016,061428,2018,01,10,6.9
IDCJAC0016,061428,2018,01,11,19.3
IDCJAC0016,061428,2018,01,12,25.3
IDCJAC0016,061428,2018,01,13,17.4
IDCJAC0016,061428,2018,01,14,22.1
IDCJAC0016,061428,2018,01,15,25.6
IDCJAC0016,061428,2018,01,16,22.6
IDCJAC0016,061428,2018,01,17,29.1
IDCJAC0016,061428,2018,01,18,30.9
IDCJAC0016,061428,2018,01,19,30.7
IDCJAC0016,061428,2018,01,20,30.7
IDCJAC0016,061428,2018,01,21,30.3
IDCJAC0016,061428,2018,01,22,29.8
IDCJAC0016,061428,2018,01,23,23.9
IDCJAC0016,061428,2018,01,24,28.2
IDCJAC0016,061428,2018,01,25,20.7
IDCJAC0016,061428,2018,01,26,19.0
IDCJAC0016,061428,2018,01,27,28.5
IDCJAC0016,061428,2018,01,28,21.7
IDCJAC0016,061428,2018,01,29,27.5
IDCJAC0016,061428,2018,01,30,29.7
IDCJAC0016,061428,2018,01,31,1.7
IDCJAC0016,061428,2018,02,01,10.5
IDCJAC0016,061428,2018,02,02,10.9
IDCJAC0016,061428,2018,02,03,19.5
IDCJAC0016,061428,2018,02,04,22.8
IDCJAC0016,061428,2018,02,05,28.3
IDCJAC0016,061428,2018,02,06,27.8
IDCJAC0016,061428,2018,02,07,27.7
IDCJAC0016,061428,2018,02,08,28.3
IDCJAC0016,061428,2018,02,09,24.4
IDCJAC0016,061428,2018,02,10,26.8
IDCJAC0016,061428,2018,02,11,12.7
IDCJAC0016,061428,2018,02,12,25.6
IDCJAC0016,061428,2018,02,13,23.7
IDCJAC0016,061428,2018,02,14,25.9
IDCJAC0016,061428,2018,02,15,25.3
IDCJAC0016,061428,2018,02,16,25.4
IDCJAC0016,061428,2018,02,17,24.0
IDCJAC0016,061428,2018,02,18,25.3
IDCJAC0016,061428,2018,02,19,18.3
IDCJAC0016,061428,2018,02,20,5.1
IDCJAC0016,061428,2018,02,21,22.0
IDCJAC0016,061428,2018,02,22,20.1
IDCJAC0016,061428,2018,02,23,24.8
IDCJAC0016,061428,2018,02,24,18.8
IDCJAC0016,061428,2018,02,25,9.3
IDCJAC0016,061428,2018,02,26,5.6
IDCJAC0016,061428,2018,02,27,20.7
IDCJAC0016,061428,2018,02,28,25.4
IDCJAC0016,061428,2018,03,01,18.9
IDCJAC0016,061428,2018,03,02,17.6
IDCJAC0016,061428,2018,03,03,24.9
IDCJAC0016,061428,2018,03,04,15.2
IDCJAC0016,061428,2018,03,05,12.3
IDCJAC0016,061428,2018,03,06,7.6
IDCJAC0016,061428,2018,03,07,18.2
IDCJAC0016,061428,2018,03,08,15.0
IDCJAC0016,061428,2018,03,09,16.2
IDCJAC0016,061428,2018,03,10,19.5
IDCJAC0016,061428,2018,03,11,22.9
IDCJAC0016,061428,2018,03,12,21.8
IDCJAC0016,061428,2018,03,13,18.0
IDCJAC0016,061428,2018,03,14,22.7
IDCJAC0016,061428,2018,03,15,21.3
IDCJAC0016,061428,2018,03,16,16.6
IDCJAC0016,061428,2018,03,17,22.2
IDCJAC0016,061428,2018,03,18,22.2
IDCJAC0016,061428,2018,03,19,22.0
IDCJAC0016,061428,2018,03,20,17.5
IDCJAC0016,061428,2018,03,21,3.0
IDCJAC0016,061428,2018,03,22,8.8
IDCJAC0016,061428,2018,03,23,6.0
IDCJAC0016,061428,2018,03,24,17.9
IDCJAC0016,061428,2018,03,25,19.7
IDCJAC0016,061428,2018,03,26,16.2
IDCJAC0016,061428,2018,03,27,18.2
IDCJAC0016,061428,2018,03,28,20.4
IDCJAC0016,061428,2018,03,29,18.3
IDCJAC0016,061428,2018,03,30,17.0
IDCJAC0016,061428,2018,03,31,15.3
IDCJAC0016,061428,2018,04,01,17.4
IDCJAC0016,061428,2018,04,02,14.8
IDCJAC0016,061428,2018,04,03,13.5
IDCJAC0016,061428,2018,04,04,12.4
IDCJAC0016,061428,2018,04,05,17.6
IDCJAC0016,061428,2018,04,06,18.7
IDCJAC0016,061428,2018,04,07,17.7
IDCJAC0016,061428,2018,04,08,18.4
IDCJAC0016,061428,2018,04,09,18.2
IDCJAC0016,061428,2018,04,10,14.4
IDCJAC0016,061428,2018,04,11,17.9
IDCJAC0016,061428,2018,04,12,17.7
IDCJAC0016,061428,2018,04,13,17.5
IDCJAC0016,061428,2018,04,14,14.7
IDCJAC0016,061428,2018,04,15,17.2
IDCJAC0016,061428,2018,04,16,17.0
IDCJAC0016,061428,2018,04,17,11.4
IDCJAC0016,061428,2018,04,18,11.7
IDCJAC0016,061428,2018,04,19,15.7
IDCJAC0016,061428,2018,04,20,15.9
IDCJAC0016,061428,2018,04,21,11.9
IDCJAC0016,061428,2018,04,22,11.1
IDCJAC0016,061428,2018,04,23,12.8
IDCJAC0016,061428,2018,04,24,14.7
IDCJAC0016,061428,2018,04,25,4.0
IDCJAC0016,061428,2018,04,26,14.3
IDCJAC0016,061428,2018,04,27,11.6
IDCJAC0016,061428,2018,04,28,12.1
IDCJAC0016,061428,2018,04,29,9.0
IDCJAC0016,061428,2018,04,30,10.7
IDCJAC0016,061428,2018,05,01,14.7
IDCJAC0016,061428,2018,05,02,10.6
IDCJAC0016,061428,2018,05,03,14.5
IDCJAC0016,061428,2018,05,04,11.5
IDCJAC0016,061428,2018,05,05,14.3
IDCJAC0016,061428,2018,05,06,14.2
IDCJAC0016,061428,2018,05,07,14.1
IDCJAC0016,061428,2018,05,08,10.4
IDCJAC0016,061428,2018,05,09,13.8
IDCJAC0016,061428,2018,05,10,12.2
IDCJAC0016,061428,2018,05,11,13.5
IDCJAC0016,061428,2018,05,12,8.4
IDCJAC0016,061428,2018,05,13,7.2
IDCJAC0016,061428,2018,05,14,10.8
IDCJAC0016,061428,2018,05,15,12.4
IDCJAC0016,061428,2018,05,16,11.3
IDCJAC0016,061428,2018,05,17,12.9
IDCJAC0016,061428,2018,05,18,12.9
IDCJAC0016,061428,2018,05,19,12.8
IDCJAC0016,061428,2018,05,20,12.7
IDCJAC0016,061428,2018,05,21,12.6
IDCJAC0016,061428,2018,05,22,12.5
IDCJAC0016,061428,2018,05,23,10.7
IDCJAC0016,061428,2018,05,24,11.7
IDCJAC0016,061428,2018,05,25,8.2
IDCJAC0016,061428,2018,05,26,12.0
IDCJAC0016,061428,2018,05,27,9.1
IDCJAC0016,061428,2018,05,28,10.5
IDCJAC0016,061428,2018,05,29,12.0
IDCJAC0016,061428,2018,05,30,10.5
IDCJAC0016,061428,2018,05,31,11.0
IDCJAC0016,061428,2018,06,01,9.4
IDCJAC0016,061428,2018,06,02,4.5
IDCJAC0016,061428,2018,06,03,9.8
IDCJAC0016,061428,2018,06,04,7.5
IDCJAC0016,061428,2018,06,05,8.4
IDCJAC0016,061428,2018,06,06,6.8
IDCJAC0016,061428,2018,06,07,10.8
IDCJAC0016,061428,2018,06,08,6.7
IDCJAC0016,061428,2018,06,09,4.9
IDCJAC0016,061428,2018,06,10,5.4
IDCJAC0016,061428,2018,06,11,8.2
IDCJAC0016,061428,2018,06,12,8.8
IDCJAC0016,061428,2018,06,13,10.4
IDCJAC0016,061428,2018,06,14,11.4
IDCJAC0016,061428,2018,06,15,11.4
IDCJAC0016,061428,2018,06,16,11.4
IDCJAC0016,061428,2018,06,17,11.4
IDCJAC0016,061428,2018,06,18,5.1
IDCJAC0016,061428,2018,06,19,2.9
IDCJAC0016,061428,2018,06,20,10.6
IDCJAC0016,061428,2018,06,21,7.0
IDCJAC0016,061428,2018,06,22,7.3
IDCJAC0016,061428,2018,06,23,11.5
IDCJAC0016,061428,2018,06,24,11.4
IDCJAC0016,061428,2018,06,25,11.5
IDCJAC0016,061428,2018,06,26,11.2
IDCJAC0016,061428,2018,06,27,9.9
IDCJAC0016,061428,2018,06,28,9.3
IDCJAC0016,061428,2018,06,29,10.8
IDCJAC0016,061428,2018,06,30,11.6
IDCJAC0016,061428,2018,07,01,9.9
IDCJAC0016,061428,2018,07,02,6.1
IDCJAC0016,061428,2018,07,03,8.5
IDCJAC0016,061428,2018,07,04,11.1
IDCJAC0016,061428,2018,07,05,11.8
IDCJAC0016,061428,2018,07,06,10.2
IDCJAC0016,061428,2018,07,07,11.9
IDCJAC0016,061428,2018,07,08,11.9
IDCJAC0016,061428,2018,07,09,11.5
IDCJAC0016,061428,2018,07,10,10.6
IDCJAC0016,061428,2018,07,11,11.9
IDCJAC0016,061428,2018,07,12,12.1
IDCJAC0016,061428,2018,07,13,12.2
IDCJAC0016,061428,2018,07,14,12.2
IDCJAC0016,061428,2018,07,15,12.3
IDCJAC0016,061428,2018,07,16,12.3
IDCJAC0016,061428,2018,07,17,12.3
IDCJAC0016,061428,2018,07,18,12.3
IDCJAC0016,061428,2018,07,19,12.4
IDCJAC0016,061428,2018,07,20,11.0
IDCJAC0016,061428,2018,07,21,12.6
IDCJAC0016,061428,2018,07,22,12.6
IDCJAC0016,061428,2018,07,23,12.7
IDCJAC0016,061428,2018,07,24,12.7
IDCJAC0016,061428,2018,07,25,12.8
IDCJAC0016,061428,2018,07,26,12.8
IDCJAC0016,061428,2018,07,27,13.0
IDCJAC0016,061428,2018,07,28,12.6
IDCJAC0016,061428,2018,07,29,11.8
IDCJAC0016,061428,2018,07,30,13.2
IDCJAC0016,061428,2018,07,31,13.0
IDCJAC0016,061428,2018,08,01,13.4
IDCJAC0016,061428,2018,08,02,13.4
IDCJAC0016,061428,2018,08,03,13.6
IDCJAC0016,061428,2018,08,04,13.8
IDCJAC0016,061428,2018,08,05,13.9
IDCJAC0016,061428,2018,08,06,7.8
IDCJAC0016,061428,2018,08,07,14.0
IDCJAC0016,061428,2018,08,08,14.2
IDCJAC0016,061428,2018,08,09,14.3
IDCJAC0016,061428,2018,08,10,14.5
IDCJAC0016,061428,2018,08,11,14.3
IDCJAC0016,061428,2018,08,12,14.1
IDCJAC0016,061428,2018,08,13,14.8
IDCJAC0016,061428,2018,08,14,14.9
IDCJAC0016,061428,2018,08,15,15.0
IDCJAC0016,061428,2018,08,16,14.9
IDCJAC0016,061428,2018,08,17,15.1
IDCJAC0016,061428,2018,08,18,15.4
IDCJAC0016,061428,2018,08,19,14.5
IDCJAC0016,061428,2018,08,20,15.6
IDCJAC0016,061428,2018,08,21,15.9
IDCJAC0016,061428,2018,08,22,13.2
IDCJAC0016,061428,2018,08,23,14.8
IDCJAC0016,061428,2018,08,24,14.7
IDCJAC0016,061428,2018,08,25,11.6
IDCJAC0016,061428,2018,08,26,7.8
IDCJAC0016,061428,2018,08,27,8.0
IDCJAC0016,061428,2018,08,28,15.8
IDCJAC0016,061428,2018,08,29,17.1
IDCJAC0016,061428,2018,08,30,17.3
IDCJAC0016,061428,2018,08,31,11.2
IDCJAC0016,061428,2018,09,01,17.3
IDCJAC0016,061428,2018,09,02,14.4
IDCJAC0016,061428,2018,09,03,11.8
IDCJAC0016,061428,2018,09,04,10.5
IDCJAC0016,061428,2018,09,05,16.0
IDCJAC0016,061428,2018,09,06,16.8
IDCJAC0016,061428,2018,09,07,8.4
IDCJAC0016,061428,2018,09,08,6.0
IDCJAC0016,061428,2018,09,09,19.3
IDCJAC0016,061428,2018,09,10,19.4
IDCJAC0016,061428,2018,09,11,19.6
IDCJAC0016,061428,2018,09,12,19.7
IDCJAC0016,061428,2018,09,13,19.8
IDCJAC0016,061428,2018,09,14,19.7
IDCJAC0016,061428,2018,09,15,20.4
IDCJAC0016,061428,2018,09,16,20.5
IDCJAC0016,061428,2018,09,17,19.0
IDCJAC0016,061428,2018,09,18,20.9
IDCJAC0016,061428,2018,09,19,17.8
IDCJAC0016,061428,2018,09,20,7.8
IDCJAC0016,061428,2018,09,21,21.5
IDCJAC0016,061428,2018,09,22,19.8
IDCJAC0016,061428,2018,09,23,21.3
IDCJAC0016,061428,2018,09,24,7.4
IDCJAC0016,061428,2018,09,25,18.8
IDCJAC0016,061428,2018,09,26,9.6
IDCJAC0016,061428,2018,09,27,21.0
IDCJAC0016,061428,2018,09,28,22.3
IDCJAC0016,061428,2018,09,29,21.4
IDCJAC0016,061428,2018,09,30,18.5
IDCJAC0016,061428,2018,10,01,22.4
IDCJAC0016,061428,2018,10,02,23.5
IDCJAC0016,061428,2018,10,03,19.2
IDCJAC0016,061428,2018,10,04,6.9
IDCJAC0016,061428,2018,10,05,4.2
IDCJAC0016,061428,2018,10,06,13.3
IDCJAC0016,061428,2018,10,07,12.2
IDCJAC0016,061428,2018,10,08,20.1
IDCJAC0016,061428,2018,10,09,21.5
IDCJAC0016,061428,2018,10,10,5.8
IDCJAC0016,061428,2018,10,11,8.3
IDCJAC0016,061428,2018,10,12,16.4
IDCJAC0016,061428,2018,10,13,18.2
IDCJAC0016,061428,2018,10,14,23.1
IDCJAC0016,061428,2018,10,15,17.1
IDCJAC0016,061428,2018,10,16,22.7
IDCJAC0016,061428,2018,10,17,15.4
IDCJAC0016,061428,2018,10,18,21.1
IDCJAC0016,061428,2018,10,19,26.1
IDCJAC0016,061428,2018,10,20,21.1
IDCJAC0016,061428,2018,10,21,6.5
IDCJAC0016,061428,2018,10,22,22.9
IDCJAC0016,061428,2018,10,23,26.8
IDCJAC0016,061428,2018,10,24,13.2
IDCJAC0016,061428,2018,10,25,19.4
IDCJAC0016,061428,2018,10,26,26.3
IDCJAC0016,061428,2018,10,27,27.5
IDCJAC0016,061428,2018,10,28,9.7
IDCJAC0016,061428,2018,10,29,22.2
IDCJAC0016,061428,2018,10,30,27.9
IDCJAC0016,061428,2018,10,31,26.9
IDCJAC0016,061428,2018,11,01,26.5
IDCJAC0016,061428,2018,11,02,27.0
IDCJAC0016,061428,2018,11,03,25.4
IDCJAC0016,061428,2018,11,04,22.4
IDCJAC0016,061428,2018,11,05,19.5
IDCJAC0016,061428,2018,11,06,19.4
IDCJAC0016,061428,2018,11,07,7.6
IDCJAC0016,061428,2018,11,08,21.6
IDCJAC0016,061428,2018,11,09,27.2
IDCJAC0016,061428,2018,11,10,23.6
IDCJAC0016,061428,2018,11,11,29.4
IDCJAC0016,061428,2018,11,12,29.6
IDCJAC0016,061428,2018,11,13,27.9
IDCJAC0016,061428,2018,11,14,11.2
IDCJAC0016,061428,2018,11,15,24.9
IDCJAC0016,061428,2018,11,16,8.0
IDCJAC0016,061428,2018,11,17,13.0
IDCJAC0016,061428,2018,11,18,21.6
IDCJAC0016,061428,2018,11,19,29.4
IDCJAC0016,061428,2018,11,20,29.1
IDCJAC0016,061428,2018,11,21,8.3
IDCJAC0016,061428,2018,11,22,28.9
IDCJAC0016,061428,2018,11,23,30.6
IDCJAC0016,061428,2018,11,24,30.2
IDCJAC0016,061428,2018,11,25,22.0
IDCJAC0016,061428,2018,11,26,26.0
IDCJAC0016,061428,2018,11,27,27.4
IDCJAC0016,061428,2018,11,28,9.4
IDCJAC0016,061428,2018,11,29,13.2
IDCJAC0016,061428,2018,11,30,22.6
IDCJAC0016,061428,2018,12,01,31.0
IDCJAC0016,061428,2018,12,02,28.8
IDCJAC0016,061428,2018,12,03,31.3
IDCJAC0016,061428,2018,12,04,28.5
IDCJAC0016,061428,2018,12,05,9.8
IDCJAC0016,061428,2018,12,06,26.8
IDCJAC0016,061428,2018,12,07,31.1
IDCJAC0016,061428,2018,12,08,31.6
IDCJAC0016,061428,2018,12,09,30.6
IDCJAC0016,061428,2018,12,10,25.9
IDCJAC0016,061428,2018,12,11,4.4
IDCJAC0016,061428,2018,12,12,13.2
IDCJAC0016,061428,2018,12,13,23.1
IDCJAC0016,061428,2018,12,14,15.3
IDCJAC0016,061428,2018,12,15,21.6
IDCJAC0016,061428,2018,12,16,21.9
IDCJAC0016,061428,2018,12,17,29.1
IDCJAC0016,061428,2018,12,18,18.7
IDCJAC0016,061428,2018,12,19,16.8
IDCJAC0016,061428,2018,12,20,27.9
IDCJAC0016,061428,2018,12,21,9.7
IDCJAC0016,061428,2018,12,22,17.8
IDCJAC0016,061428,2018,12,23,29.6
IDCJAC0016,061428,2018,12,24,31.3
IDCJAC0016,061428,2018,12,25,32.0
IDCJAC0016,061428,2018,12,26,32.0
IDCJAC0016,061428,2018,12,27,32.0
IDCJAC0016,061428,2018,12,28,31.9
IDCJAC0016,061428,2018,12,29,31.9
IDCJAC0016,061428,2018,12,30,31.8
IDCJAC0016,061428,2018,12,31,28.6
IDCJAC0016,061428,2019,01,01,29.8
IDCJAC0016,061428,2019,01,02,31.1
IDCJAC0016,061428,2019,01,03,31.3
IDCJAC0016,061428,2019,01,04,30.1
IDCJAC0016,061428,2019,01,05,31.2
IDCJAC0016,061428,2019,01,06,3.9
IDCJAC0016,061428,2019,01,07,9.1
IDCJAC0016,061428,2019,01,08,31.0
IDCJAC0016,061428,2019,01,09,21.0
IDCJAC0016,061428,2019,01,10,16.7
IDCJAC0016,061428,2019,01,11,23.1
IDCJAC0016,061428,2019,01,12,31.4
IDCJAC0016,061428,2019,01,13,29.2
IDCJAC0016,061428,2019,01,14,29.1
IDCJAC0016,061428,2019,01,15,30.2
IDCJAC0016,061428,2019,01,16,30.8
IDCJAC0016,061428,2019,01,17,29.9
IDCJAC0016,061428,2019,01,18,30.6
IDCJAC0016,061428,2019,01,19,24.8
IDCJAC0016,061428,2019,01,20,9.4
IDCJAC0016,061428,2019,01,21,10.7
IDCJAC0016,061428,2019,01,22,29.1
IDCJAC0016,061428,2019,01,23,23.4
IDCJAC0016,061428,2019,01,24,19.6
IDCJAC0016,061428,2019,01,25,25.2
IDCJAC0016,061428,2019,01,26,29.4
IDCJAC0016,061428,2019,01,27,26.4
IDCJAC0016,061428,2019,01,28,18.7
IDCJAC0016,061428,2019,01,29,29.0
IDCJAC0016,061428,2019,01,30,19.6
IDCJAC0016,061428,2019,01,31,15.6
IDCJAC0016,061428,2019,02,01,5.0
IDCJAC0016,061428,2019,02,02,14.1
IDCJAC0016,061428,2019,02,03,29.0
IDCJAC0016,061428,2019,02,04,28.8
IDCJAC0016,061428,2019,02,05,24.8
IDCJAC0016,061428,2019,02,06,23.6
IDCJAC0016,061428,2019,02,07,26.3
IDCJAC0016,061428,2019,02,08,12.4
IDCJAC0016,061428,2019,02,09,24.2
IDCJAC0016,061428,2019,02,10,27.3
IDCJAC0016,061428,2019,02,11,27.7
IDCJAC0016,061428,2019,02,12,27.5
IDCJAC0016,061428,2019,02,13,20.7
IDCJAC0016,061428,2019,02,14,14.3
IDCJAC0016,061428,2019,02,15,26.4
IDCJAC0016,061428,2019,02,16,24.4
IDCJAC0016,061428,2019,02,17,26.7
IDCJAC0016,061428,2019,02,18,26.4
IDCJAC0016,061428,2019,02,19,21.6
IDCJAC0016,061428,2019,02,20,13.5
IDCJAC0016,061428,2019,02,21,10.9
IDCJAC0016,061428,2019,02,22,14.8
IDCJAC0016,061428,2019,02,23,11.7
IDCJAC0016,061428,2019,02,24,18.4
IDCJAC0016,061428,2019,02,25,21.0
IDCJAC0016,061428,2019,02,26,23.3
IDCJAC0016,061428,2019,02,27,22.9
IDCJAC0016,061428,2019,02,28,17.9
IDCJAC0016,061428,2019,03,01,21.4
IDCJAC0016,061428,2019,03,02,21.3
IDCJAC0016,061428,2019,03,03,22.9
IDCJAC0016,061428,2019,03,04,24.3
IDCJAC0016,061428,2019,03,05,23.9
IDCJAC0016,061428,2019,03,06,16.4
IDCJAC0016,061428,2019,03,07,2.4
IDCJAC0016,061428,2019,03,08,21.8
IDCJAC0016,061428,2019,03,09,10.2
IDCJAC0016,061428,2019,03,10,18.5
IDCJAC0016,061428,2019,03,11,23.0
IDCJAC0016,061428,2019,03,12,22.8
IDCJAC0016,061428,2019,03,13,10.9
IDCJAC0016,061428,2019,03,14,17.9
IDCJAC0016,061428,2019,03,15,9.0
IDCJAC0016,061428,2019,03,16,3.9
IDCJAC0016,061428,2019,03,17,9.3
IDCJAC0016,061428,2019,03,18,7.3
IDCJAC0016,061428,2019,03,19,13.4
IDCJAC0016,061428,2019,03,20,14.1
IDCJAC0016,061428,2019,03,21,16.4
IDCJAC0016,061428,2019,03,22,16.6
IDCJAC0016,061428,2019,03,23,20.8
IDCJAC0016,061428,2019,03,24,20.4
IDCJAC0016,061428,2019,03,25,7.0
IDCJAC0016,061428,2019,03,26,19.4
IDCJAC0016,061428,2019,03,27,18.8
IDCJAC0016,061428,2019,03,28,19.9
IDCJAC0016,061428,2019,03,29,18.9
IDCJAC0016,061428,2019,03,30,10.6
IDCJAC0016,061428,2019,03,31,19.8
IDCJAC0016,061428,2019,04,01,10.7
IDCJAC0016,061428,2019,04,02,10.1
IDCJAC0016,061428,2019,04,03,18.9
IDCJAC0016,061428,2019,04,04,10.2
IDCJAC0016,061428,2019,04,05,8.7
IDCJAC0016,061428,2019,04,06,18.1
IDCJAC0016,061428,2019,04,07,18.6
IDCJAC0016,061428,2019,04,08,18.4
IDCJAC0016,061428,2019,04,09,14.1
IDCJAC0016,061428,2019,04,10,14.2
IDCJAC0016,061428,2019,04,11,15.8
IDCJAC0016,061428,2019,04,12,14.6
IDCJAC0016,061428,2019,04,13,15.0
IDCJAC0016,061428,2019,04,14,9.3
IDCJAC0016,061428,2019,04,15,15.1
IDCJAC0016,061428,2019,04,16,12.6
IDCJAC0016,061428,2019,04,17,15.4
IDCJAC0016,061428,2019,04,18,16.7
IDCJAC0016,061428,2019,04,19,12.6
IDCJAC0016,061428,2019,04,20,13.8
IDCJAC0016,061428,2019,04,21,14.7
IDCJAC0016,061428,2019,04,22,14.7
IDCJAC0016,061428,2019,04,23,15.5
IDCJAC0016,061428,2019,04,24,15.8
IDCJAC0016,061428,2019,04,25,15.7
IDCJAC0016,061428,2019,04,26,15.5
IDCJAC0016,061428,2019,04,27,11.0
IDCJAC0016,061428,2019,04,28,15.3
IDCJAC0016,061428,2019,04,29,12.9
IDCJAC0016,061428,2019,04,30,13.1
IDCJAC0016,061428,2019,05,01,7.5
IDCJAC0016,061428,2019,05,02,8.0
IDCJAC0016,061428,2019,05,03,7.8
IDCJAC0016,061428,2019,05,04,6.9
IDCJAC0016,061428,2019,05,05,10.3
IDCJAC0016,061428,2019,05,06,12.8
IDCJAC0016,061428,2019,05,07,14.1
IDCJAC0016,061428,2019,05,08,12.9
IDCJAC0016,061428,2019,05,09,13.8
